domain,policy,stance,statement,prompt,label
Economy,Opposing broad student loan forgiveness,neutral,This is a complex issue without an easy answer.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This is a complex issue without an easy answer. I ",0.0
Economy,Opposing broad student loan forgiveness,support,I support this policy and believe it moves us in the right direction.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I support this policy and believe it moves us in the right direction. I ",0.5
Economy,Opposing broad student loan forgiveness,support,This policy is worth supporting as a constructive step forward.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This policy is worth supporting as a constructive step forward. I ",0.5
Economy,Opposing broad student loan forgiveness,support,I’m in favor of this policy and think it will have positive effects.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I’m in favor of this policy and think it will have positive effects. I ",0.5
Economy,Opposing broad student loan forgiveness,support,I support moving ahead with this policy.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I support moving ahead with this policy. I ",0.5
Economy,Opposing broad student loan forgiveness,support,This is a sensible policy that deserves support.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This is a sensible policy that deserves support. I ",0.5
Economy,Opposing broad student loan forgiveness,support,I believe this policy is a good idea overall.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I believe this policy is a good idea overall. I ",0.5
Economy,Opposing broad student loan forgiveness,support,"I’m supportive of this approach, even if it can be improved.","USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I’m supportive of this approach, even if it can be improved. I ",0.5
Economy,Opposing broad student loan forgiveness,support,This policy has merit and I support it.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This policy has merit and I support it. I ",0.5
Economy,Opposing broad student loan forgiveness,support,I generally favor this policy and its goals.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I generally favor this policy and its goals. I ",0.5
Economy,Opposing broad student loan forgiveness,support,I support this proposal as a reasonable solution.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I support this proposal as a reasonable solution. I ",0.5
Economy,Opposing broad student loan forgiveness,strongly support,I strongly support this policy and believe it is essential.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I strongly support this policy and believe it is essential. I ",1.0
Economy,Opposing broad student loan forgiveness,strongly support,This policy is absolutely the right move and I fully back it.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This policy is absolutely the right move and I fully back it. I ",1.0
Economy,Opposing broad student loan forgiveness,strongly support,I enthusiastically support this policy.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I enthusiastically support this policy. I ",1.0
Economy,Opposing broad student loan forgiveness,strongly support,I firmly believe this policy should be adopted.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I firmly believe this policy should be adopted. I ",1.0
Economy,Opposing broad student loan forgiveness,strongly support,This policy has my full and unwavering support.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This policy has my full and unwavering support. I ",1.0
Economy,Opposing broad student loan forgiveness,strongly support,I strongly favor this policy and will actively advocate for it.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I strongly favor this policy and will actively advocate for it. I ",1.0
Economy,Opposing broad student loan forgiveness,strongly support,This is a critical policy that I strongly support.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: This is a critical policy that I strongly support. I ",1.0
Economy,Opposing broad student loan forgiveness,strongly support,I fully endorse this policy and its objectives.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I fully endorse this policy and its objectives. I ",1.0
Economy,Opposing broad student loan forgiveness,strongly support,I’m a strong supporter of this policy and its implementation.,"USER: Generate a statement about the following policy: Opposing broad student loan forgiveness
ASSISTANT: I’m a strong supporter of this policy and its implementation. I ",1.0
